選手スラッグ,選手名,読み,プロフィール種別,カテゴリ,年度,使用確認時期,更新日,公開状態,プロ詳細URL,並び順,クラブカテゴリ,番手,メーカー,モデル,ロフト,シャフトメーカー,シャフトモデル,シャフト重量,フレックス,キャリー距離,総距離,クラブ別メモ,主な確認ソース,主な確認ソースURL,ソース確認日,全ソースURL,プロフィール概要
yui-kawamoto,河本 結,カワモト ユイ,tour_pro,verified_batch,2026,2026年 ワールドレディスチャンピオンシップサロンパスカップ,2026-05-21,true,https://www.mybagpro.jp/pros/yui-kawamoto,6,Iron,7I,,APEX TCB アイアン,,,NSプロ 850GH,,S,,,GDO「河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ」（取材：2026年 ワールドレディスチャンピオンシップサロンパスカップ）で確認。,GDO 河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ,https://news.golfdigest.co.jp/players/setting/12505/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/12505/2026/1/ | https://news.golfdigest.co.jp/players/setting/12505/,ワールドレディスチャンピオンシップサロンパスカップ時点で確認できた河本 結のクラブセッティングと使用ボールを掲載するプロフィール。
yui-kawamoto,河本 結,カワモト ユイ,tour_pro,verified_batch,2026,2026年 ワールドレディスチャンピオンシップサロンパスカップ,2026-05-21,true,https://www.mybagpro.jp/pros/yui-kawamoto,7,Iron,8I,,APEX TCB アイアン,,,NSプロ 850GH,,S,,,GDO「河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ」（取材：2026年 ワールドレディスチャンピオンシップサロンパスカップ）で確認。,GDO 河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ,https://news.golfdigest.co.jp/players/setting/12505/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/12505/2026/1/ | https://news.golfdigest.co.jp/players/setting/12505/,ワールドレディスチャンピオンシップサロンパスカップ時点で確認できた河本 結のクラブセッティングと使用ボールを掲載するプロフィール。
yui-kawamoto,河本 結,カワモト ユイ,tour_pro,verified_batch,2026,2026年 ワールドレディスチャンピオンシップサロンパスカップ,2026-05-21,true,https://www.mybagpro.jp/pros/yui-kawamoto,8,Iron,9I,,APEX TCB アイアン,,,NSプロ 850GH,,S,,,GDO「河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ」（取材：2026年 ワールドレディスチャンピオンシップサロンパスカップ）で確認。,GDO 河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ,https://news.golfdigest.co.jp/players/setting/12505/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/12505/2026/1/ | https://news.golfdigest.co.jp/players/setting/12505/,ワールドレディスチャンピオンシップサロンパスカップ時点で確認できた河本 結のクラブセッティングと使用ボールを掲載するプロフィール。
yui-kawamoto,河本 結,カワモト ユイ,tour_pro,verified_batch,2026,2026年 ワールドレディスチャンピオンシップサロンパスカップ,2026-05-21,true,https://www.mybagpro.jp/pros/yui-kawamoto,9,Wedge,PW,,APEX TCB アイアン,,,NSプロ 850GH,,S,,,GDO「河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ」（取材：2026年 ワールドレディスチャンピオンシップサロンパスカップ）で確認。,GDO 河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ,https://news.golfdigest.co.jp/players/setting/12505/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/12505/2026/1/ | https://news.golfdigest.co.jp/players/setting/12505/,ワールドレディスチャンピオンシップサロンパスカップ時点で確認できた河本 結のクラブセッティングと使用ボールを掲載するプロフィール。
yui-kawamoto,河本 結,カワモト ユイ,tour_pro,verified_batch,2026,2026年 ワールドレディスチャンピオンシップサロンパスカップ,2026-05-21,true,https://www.mybagpro.jp/pros/yui-kawamoto,10,Wedge,48°,,OPUS SP ウェッジ(48、52),48°,,NSプロ 950GH neo,,S,,,GDO「河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ」（取材：2026年 ワールドレディスチャンピオンシップサロンパスカップ）で確認。,GDO 河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ,https://news.golfdigest.co.jp/players/setting/12505/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/12505/2026/1/ | https://news.golfdigest.co.jp/players/setting/12505/,ワールドレディスチャンピオンシップサロンパスカップ時点で確認できた河本 結のクラブセッティングと使用ボールを掲載するプロフィール。
yui-kawamoto,河本 結,カワモト ユイ,tour_pro,verified_batch,2026,2026年 ワールドレディスチャンピオンシップサロンパスカップ,2026-05-21,true,https://www.mybagpro.jp/pros/yui-kawamoto,11,Wedge,52°,,OPUS SP ウェッジ(48、52),52°,,NSプロ 950GH neo,,S,,,GDO「河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ」（取材：2026年 ワールドレディスチャンピオンシップサロンパスカップ）で確認。,GDO 河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ,https://news.golfdigest.co.jp/players/setting/12505/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/12505/2026/1/ | https://news.golfdigest.co.jp/players/setting/12505/,ワールドレディスチャンピオンシップサロンパスカップ時点で確認できた河本 結のクラブセッティングと使用ボールを掲載するプロフィール。
yui-kawamoto,河本 結,カワモト ユイ,tour_pro,verified_batch,2026,2026年 ワールドレディスチャンピオンシップサロンパスカップ,2026-05-21,true,https://www.mybagpro.jp/pros/yui-kawamoto,12,Wedge,58°,,OPUS SP ウェッジ,58°,,NSプロ モーダスプロトタイプ,,S,,,GDO「河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ」（取材：2026年 ワールドレディスチャンピオンシップサロンパスカップ）で確認。,GDO 河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ,https://news.golfdigest.co.jp/players/setting/12505/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/12505/2026/1/ | https://news.golfdigest.co.jp/players/setting/12505/,ワールドレディスチャンピオンシップサロンパスカップ時点で確認できた河本 結のクラブセッティングと使用ボールを掲載するプロフィール。
yui-kawamoto,河本 結,カワモト ユイ,tour_pro,verified_batch,2026,2026年 ワールドレディスチャンピオンシップサロンパスカップ,2026-05-21,true,https://www.mybagpro.jp/pros/yui-kawamoto,13,Putter,,,WHITE HOT OG パター ROSSIE(ホワイト・ホット OG パター ロッシー)S,,,,,,,,GDO「河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ」（取材：2026年 ワールドレディスチャンピオンシップサロンパスカップ）で確認。,GDO 河本結 クラブセッティング 2026年 ワールドレディスチャンピオンシップサロンパスカップ,https://news.golfdigest.co.jp/players/setting/12505/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/12505/2026/1/ | https://news.golfdigest.co.jp/players/setting/12505/,ワールドレディスチャンピオンシップサロンパスカップ時点で確認できた河本 結のクラブセッティングと使用ボールを掲載するプロフィール。
yusaku-miyazato,宮里 優作,ミヤザト ユウサク,tour_pro,verified_batch,2026,2017年 ホンマツアーワールドカップ,2026-04-10,true,https://www.mybagpro.jp/pros/yusaku-miyazato,1,Driver,,PING,G400 LS Tec Driver,8.5°,Graphite Design,Tour AD MJ-7,,TX,,,GDO 2017年ホンマツアーワールドカップ取材より確認。,宮里優作 クラブセッティング 2017年 ホンマツアーワールドカップ - GDO,https://news.golfdigest.co.jp/players/setting/70/2017/4/,2026-04-18,https://news.golfdigest.co.jp/players/setting/70/2017/4/ | https://www.jgto.org/player/2692/profile,2017年ホンマツアーワールドカップで確認できた宮里優作の14本セッティングを掲載しています。
yusaku-miyazato,宮里 優作,ミヤザト ユウサク,tour_pro,verified_batch,2026,2017年 ホンマツアーワールドカップ,2026-04-10,true,https://www.mybagpro.jp/pros/yusaku-miyazato,2,Fairway Wood,3W,PING,G Fairway Wood,14.5°,,,,,,,GDO 2017年ホンマツアーワールドカップ取材より確認。,宮里優作 クラブセッティング 2017年 ホンマツアーワールドカップ - GDO,https://news.golfdigest.co.jp/players/setting/70/2017/4/,2026-04-18,https://news.golfdigest.co.jp/players/setting/70/2017/4/ | https://www.jgto.org/player/2692/profile,2017年ホンマツアーワールドカップで確認できた宮里優作の14本セッティングを掲載しています。
yusaku-miyazato,宮里 優作,ミヤザト ユウサク,tour_pro,verified_batch,2026,2017年 ホンマツアーワールドカップ,2026-04-10,true,https://www.mybagpro.jp/pros/yusaku-miyazato,3,Utility,2U,PING,G400 Crossover,17°,,,,,,,GDO 2017年ホンマツアーワールドカップ取材より確認。,宮里優作 クラブセッティング 2017年 ホンマツアーワールドカップ - GDO,https://news.golfdigest.co.jp/players/setting/70/2017/4/,2026-04-18,https://news.golfdigest.co.jp/players/setting/70/2017/4/ | https://www.jgto.org/player/2692/profile,2017年ホンマツアーワールドカップで確認できた宮里優作の14本セッティングを掲載しています。
yusaku-miyazato,宮里 優作,ミヤザト ユウサク,tour_pro,verified_batch,2026,2017年 ホンマツアーワールドカップ,2026-04-10,true,https://www.mybagpro.jp/pros/yusaku-miyazato,4,Iron,4I,PING,i200 Iron,,,,,,,,GDO 2017年ホンマツアーワールドカップ取材で4I-Wと確認。,宮里優作 クラブセッティング 2017年 ホンマツアーワールドカップ - GDO,https://news.golfdigest.co.jp/players/setting/70/2017/4/,2026-04-18,https://news.golfdigest.co.jp/players/setting/70/2017/4/ | https://www.jgto.org/player/2692/profile,2017年ホンマツアーワールドカップで確認できた宮里優作の14本セッティングを掲載しています。
yusaku-miyazato,宮里 優作,ミヤザト ユウサク,tour_pro,verified_batch,2026,2017年 ホンマツアーワールドカップ,2026-04-10,true,https://www.mybagpro.jp/pros/yusaku-miyazato,5,Iron,5I,PING,i200 Iron,,,,,,,,GDO 2017年ホンマツアーワールドカップ取材で4I-Wと確認。,宮里優作 クラブセッティング 2017年 ホンマツアーワールドカップ - GDO,https://news.golfdigest.co.jp/players/setting/70/2017/4/,2026-04-18,https://news.golfdigest.co.jp/players/setting/70/2017/4/ | https://www.jgto.org/player/2692/profile,2017年ホンマツアーワールドカップで確認できた宮里優作の14本セッティングを掲載しています。
yusaku-miyazato,宮里 優作,ミヤザト ユウサク,tour_pro,verified_batch,2026,2017年 ホンマツアーワールドカップ,2026-04-10,true,https://www.mybagpro.jp/pros/yusaku-miyazato,6,Iron,6I,PING,i200 Iron,,,,,,,,GDO 2017年ホンマツアーワールドカップ取材で4I-Wと確認。,宮里優作 クラブセッティング 2017年 ホンマツアーワールドカップ - GDO,https://news.golfdigest.co.jp/players/setting/70/2017/4/,2026-04-18,https://news.golfdigest.co.jp/players/setting/70/2017/4/ | https://www.jgto.org/player/2692/profile,2017年ホンマツアーワールドカップで確認できた宮里優作の14本セッティングを掲載しています。
yusaku-miyazato,宮里 優作,ミヤザト ユウサク,tour_pro,verified_batch,2026,2017年 ホンマツアーワールドカップ,2026-04-10,true,https://www.mybagpro.jp/pros/yusaku-miyazato,7,Iron,7I,PING,i200 Iron,,,,,,,,GDO 2017年ホンマツアーワールドカップ取材で4I-Wと確認。,宮里優作 クラブセッティング 2017年 ホンマツアーワールドカップ - GDO,https://news.golfdigest.co.jp/players/setting/70/2017/4/,2026-04-18,https://news.golfdigest.co.jp/players/setting/70/2017/4/ | https://www.jgto.org/player/2692/profile,2017年ホンマツアーワールドカップで確認できた宮里優作の14本セッティングを掲載しています。
yusaku-miyazato,宮里 優作,ミヤザト ユウサク,tour_pro,verified_batch,2026,2017年 ホンマツアーワールドカップ,2026-04-10,true,https://www.mybagpro.jp/pros/yusaku-miyazato,8,Iron,8I,PING,i200 Iron,,,,,,,,GDO 2017年ホンマツアーワールドカップ取材で4I-Wと確認。,宮里優作 クラブセッティング 2017年 ホンマツアーワールドカップ - GDO,https://news.golfdigest.co.jp/players/setting/70/2017/4/,2026-04-18,https://news.golfdigest.co.jp/players/setting/70/2017/4/ | https://www.jgto.org/player/2692/profile,2017年ホンマツアーワールドカップで確認できた宮里優作の14本セッティングを掲載しています。
yusaku-miyazato,宮里 優作,ミヤザト ユウサク,tour_pro,verified_batch,2026,2017年 ホンマツアーワールドカップ,2026-04-10,true,https://www.mybagpro.jp/pros/yusaku-miyazato,9,Iron,9I,PING,i200 Iron,,,,,,,,GDO 2017年ホンマツアーワールドカップ取材で4I-Wと確認。,宮里優作 クラブセッティング 2017年 ホンマツアーワールドカップ - GDO,https://news.golfdigest.co.jp/players/setting/70/2017/4/,2026-04-18,https://news.golfdigest.co.jp/players/setting/70/2017/4/ | https://www.jgto.org/player/2692/profile,2017年ホンマツアーワールドカップで確認できた宮里優作の14本セッティングを掲載しています。
